Bus, Main, Main, Main, Main, Main, Main, Main
Node, Main_Module, Main_Module, OrionBMS, Dashboard, Dashboard, torque_vector, torque_vector
Message, rear_wheel_speeds, rear_wheel_speeds, orion_currents_volts, filt_throttle_brake, dashboard_tv_parameters, throttle_vcu, throttle_vcu
Signal, left_speed_sensor, right_speed_sensor, pack_voltage, throttle, tv_enabled, vcu_k_rl, vcu_k_rr
11.13,0,0,287.2,7.13064,1,28,28
11.145,0,0,287.2,6.88644,1,27,27
11.16,0,0,287.2,6.52014,1,27,27
11.175,0,0,287.2,8.00976,1,26,26
11.19,0,0,287.2,7.27716,1,29,29
11.205,0,0,287.2,8.32722,1,29,29
11.22,0,0,287.2,7.2039,1,33,33
11.235,0,0,287.2,6.9597,1,29,29
11.25,0,0,287.2,7.13064,1,28,28
11.265,0,0,287.2,7.35042,1,28,28
11.28,0,0,287.2,7.13064,1,29,29
11.295,0,0,287.2,7.35042,1,28,28
11.31,0,0,287.2,7.5702,1,28,28
11.325,0,0,287.2,7.2039,1,29,29
11.34,0,0,287.2,7.13064,1,29,29
11.355,0,0,287.2,7.13064,1,28,28
11.37,0,0,287.2,7.2039,1,28,28
11.385,0,0,287.2,6.88644,1,29,29
11.4,0,0,287.2,8.1807,1,33,33
11.415,0,0,287.2,7.13064,1,33,33
