Bus, Main, Main, Main, Main
Node, torque_vector, torque_vector, torque_vector, torque_vector
Message, vehHead, sfs_ang_vel, sfs_ang_vel, sfs_ang_vel
Signal, vehHead, sfs_ang_vel_x, sfs_ang_vel_y, sfs_ang_vel_z
525.12,251.9,0.0815,0.1275,-0.3675
525.135,251,0.0816,0.1457,-0.4325
525.15,251,0.0816,0.1457,-0.4325
525.165,251,0.0816,0.1457,-0.4325
525.18,252,0.1962,0.1,-0.471
525.195,252,0.2301,-0.0444,-0.534
525.21,252.5,0.0856,-0.0812,-0.607
525.225,252.5,0.0856,-0.0812,-0.607
525.24,252.5,0.0053,-0.0628,-0.6898
525.255,253,-0.0274,-0.0943,-0.7562
525.27,253,0.0076,-0.1422,-0.7942
525.285,253,0.0076,-0.1422,-0.7942
525.3,254.2,0.0466,-0.1427,-0.8326
525.315,254.2,0.1015,-0.1348,-0.841
525.33,256.5,0.1015,-0.1348,-0.841
525.345,256.5,0.0855,-0.0645,-0.8527
525.36,256.5,-0.0069,0,-0.8848
525.375,258.2,-0.0069,0,-0.8848
525.39,258.2,-0.0549,0.099,-0.8825
525.405,258.2,0.0028,0.0672,-0.8643
525.42,259.9,0.0792,0.0658,-0.8255
525.435,259.9,0.0792,0.0658,-0.8255
525.45,261.6,0.0747,0.0284,-0.7906
525.465,261.6,-0.0091,-0.0068,-0.7765
525.48,261.6,-0.1416,-0.0335,-0.7577
525.495,263.4,-0.1416,-0.0335,-0.7577
525.51,263.4,-0.0275,-0.0976,-0.7465
525.525,263.4,0.0036,-0.132,-0.7761
525.54,265,0.0036,-0.132,-0.7761
525.555,265,0.043,-0.0833,-0.791
525.57,267.3,0.0064,-0.0281,-0.8464
525.585,267.3,0.0064,-0.0281,-0.8464
525.6,267.3,-0.1017,0.008,-0.8545
525.615,269,-0.0503,0.0299,-0.8285
525.63,269,0.095,0.0262,-0.7893
525.645,269,0.095,0.0262,-0.7893
525.66,270.7,0.0582,0.0044,-0.7467
525.675,270.7,0.0953,-0.0048,-0.7193
525.69,270.7,0.0619,-0.0221,-0.7026
525.705,272.1,0.0619,-0.0221,-0.7026
525.72,272.1,-0.1305,-0.0896,-0.676
525.735,272.1,-0.1305,-0.0896,-0.676
525.75,273.5,-0.0525,-0.06,-0.6716
525.765,273.5,-0.0008,-0.0213,-0.6521
525.78,275.4,0.0013,-0.031,-0.6265
525.795,275.4,0.0013,-0.031,-0.6265
525.81,277.7,0.0247,0.013,-0.5819
525.825,277.7,-0.0823,0.0049,-0.5374
525.84,277.7,-0.077,-0.0206,-0.4905
525.855,278.6,-0.077,-0.0206,-0.4905
525.87,278.6,0.0549,-0.0468,-0.445
525.885,278.6,0.0019,-0.0544,-0.397
525.9,280.1,0.0019,-0.0544,-0.397
525.915,280.1,-0.0455,-0.0288,-0.3753
525.93,281,-0.0455,-0.0288,-0.3753
525.945,281,-0.0705,-0.017,-0.3579
525.96,281,-0.0572,0.0276,-0.3694
525.975,282.6,0.0639,0.0466,-0.3433
525.99,282.6,0.0699,0.0394,-0.336
526.005,282.6,0.0699,0.0394,-0.336
526.02,283.4,-0.0251,0.0411,-0.323
526.035,283.4,-0.0771,0.0516,-0.3065
526.05,283.4,-0.0771,0.0516,-0.3065
526.065,283.9,-0.0202,-0.0255,-0.2819
526.08,283.9,-0.0202,-0.0255,-0.2819
526.095,284.9,0.0029,-0.0301,-0.2323
526.11,284.9,0.0271,-0.0863,-0.1719
526.125,284.9,-0.0377,-0.0585,-0.1329
526.14,285.7,-0.0377,-0.0585,-0.1329
526.155,285.7,-0.1145,-0.0529,-0.115
526.17,285.7,-0.0447,-0.0326,-0.0699
526.185,286.4,-0.0097,0.0201,-0.024
526.2,286.4,-0.0028,0.0157,0.023
526.215,287.2,-0.0028,0.0157,0.023
526.23,287.2,-0.0095,0.0436,0.0598
526.245,287.2,-0.0783,0.0341,0.0949
526.26,287.5,-0.0783,0.0341,0.0949
526.275,287.5,-0.107,-0.0283,0.134
526.29,287.5,-0.107,-0.0283,0.134
526.305,287.3,-0.005,-0.0398,0.1777
526.32,287.3,-0.0352,-0.05,0.2288
526.335,286.9,-0.0522,-0.0413,0.26
526.35,286.9,-0.0522,-0.0413,0.26
526.365,286.9,-0.0834,-0.0991,0.2788
526.38,286.3,-0.0944,-0.0947,0.3108
526.395,286.3,-0.0844,-0.0724,0.3341
526.41,286.3,0.0685,-0.0108,0.3425
526.425,286.3,0.0685,-0.0108,0.3425
526.44,286.3,0.0685,-0.0108,0.3425
526.455,285.8,0.0839,0.0563,0.3523
526.47,285.8,-0.0575,0.0612,0.3517
526.485,285.8,-0.0279,0.0549,0.3475
526.5,284.9,-0.0279,0.0549,0.3475
526.515,284.9,-0.0179,0.0312,0.3702
526.53,284.9,-0.1863,0.0459,0.3781
526.545,284.5,0.0195,0.1094,0.4388
526.56,284.5,0.0195,0.1094,0.4388
526.575,283.4,0.0254,0.0722,0.4706
526.59,283.4,0.0127,0.0704,0.5295
526.605,283.4,0.0127,0.0704,0.5295
526.62,283,0.1446,0.0416,0.5794
526.635,283,0.1059,0.0042,0.6158
526.65,283,0.1059,0.0042,0.6158
526.665,281.2,-0.1831,0.0272,0.6291
526.68,281.2,-0.1007,0.0134,0.6654
526.695,281.2,-0.1139,-0.0272,0.6572
526.71,280.4,-0.1139,-0.0272,0.6572
526.725,280.4,0.0215,-0.1416,0.7121
526.74,280.4,0.0831,-0.1704,0.7372
526.755,279.9,-0.0597,-0.1397,0.7596
526.77,279.9,-0.0597,-0.1397,0.7596
526.785,278.5,-0.1911,-0.1137,0.7744
526.8,278.5,-0.0845,-0.0893,0.813
526.815,278.5,-0.0845,-0.0893,0.813
526.83,276.9,0.0278,-0.0243,0.8504
526.845,276.9,-0.0035,0.0132,0.8491
526.86,276.9,-0.0035,0.0132,0.8491
526.875,275.7,-0.1417,0.0288,0.8452
526.89,275.7,-0.1782,0.0302,0.8276
526.905,273.6,-0.1259,0.0311,0.7985
526.92,273.6,-0.1259,0.0311,0.7985
526.935,272.5,0.1145,-0.006,0.7895
526.95,272.5,0.0941,-0.0572,0.7765
526.965,272.5,-0.0449,0.0008,0.7658
526.98,270.5,-0.0449,0.0008,0.7658
526.995,270.5,-0.0449,0.0008,0.7658
527.01,270.5,-0.1136,-0.0241,0.7303
527.025,267.8,-0.0317,-0.0494,0.7215
527.04,267.8,0.0094,0.033,0.7197
527.055,267.8,0.1031,0.0734,0.6972
527.07,266.2,0.1031,0.0734,0.6972
527.085,266.2,0.0193,0.0734,0.6909
527.1,264.1,-0.0652,0.0917,0.6722
527.115,264.1,-0.0233,0.1019,0.6529
527.13,264.1,-0.0233,0.1019,0.6529
527.145,262.7,0.1437,0.0394,0.6297
527.16,262.7,0.159,-0.0449,0.5963
527.175,262.7,0.159,-0.0449,0.5963
527.19,261.4,0.074,-0.0967,0.5989
527.205,261.4,0.074,-0.0967,0.5989
527.22,259.1,-0.0478,-0.0738,0.5831
527.235,259.1,-0.0941,-0.0139,0.6513
527.25,259.1,0.0544,0.0504,0.6972
527.265,258,0.1715,0.0887,0.7207
527.28,258,0.1715,0.0887,0.7207
527.295,258,0.0526,0.0868,0.7007
527.31,257,0.021,0.098,0.6894
527.325,257,0.021,0.098,0.6894
527.34,255.3,-0.1882,0.0722,0.6634
527.355,255.3,-0.1882,0.0722,0.6634
527.37,255.3,-0.0448,-0.0328,0.6153
527.385,253.9,0.2194,-0.1298,0.5887
527.4,253.9,0.2148,-0.1693,0.6153
527.415,253.9,0.2148,-0.1693,0.6153
527.43,252.3,0.058,-0.071,0.6906
527.445,252.3,0.067,-0.0533,0.6898
527.46,249.3,-0.1609,-0.0377,0.7144
527.475,249.3,0.0099,-0.0034,0.7748
527.49,249.3,0.0099,-0.0034,0.7748
527.505,248.8,0.1788,0.0343,0.774
527.52,248.8,0.1788,0.0343,0.774
527.535,248.8,-0.0865,0.1045,0.7315
527.55,247.7,-0.2298,0.0505,0.7146
527.565,247.7,-0.2298,0.0505,0.7146
527.58,247.7,0.0833,0.042,0.7044
527.595,246.6,0.1766,0.0143,0.6885
527.61,246.6,-0.1334,-0.0155,0.652
527.625,245.4,-0.1334,-0.0155,0.652
527.64,245.4,0.0299,-0.0191,0.6449
527.655,245.4,-0.0437,-0.0275,0.6461
527.67,242.4,-0.101,-0.0273,0.6378
527.685,242.4,0.2283,-0.0154,0.6651
527.7,242.4,0.2283,-0.0154,0.6651
527.715,241.5,0.2283,-0.0154,0.6651
527.73,241.5,0.1665,-0.0305,0.6505
527.745,241.5,-0.2275,0.0293,0.6078
527.76,239.4,-0.0344,-0.024,0.6275
527.775,239.4,-0.0344,-0.024,0.6275
527.79,237.9,0.1571,-0.0469,0.6076
527.805,237.9,-0.1711,-0.1084,0.5418
527.82,237.1,-0.0376,-0.1008,0.5296
527.835,237.1,-0.0376,-0.1008,0.5296
527.85,237.1,0.0392,-0.0352,0.5678
527.865,235.7,0.0434,-0.0198,0.5864
527.88,235.7,0.0434,-0.0198,0.5864
527.895,235.7,0.1177,0.021,0.5766
527.91,234.7,0.059,0.1217,0.5675
527.925,234.7,0.059,0.1217,0.5675
527.94,232.7,-0.1139,0.2229,0.519
527.955,232.7,-0.0751,0.2151,0.4608
527.97,232.7,0.1772,0.0862,0.3861
527.985,231.7,0.1772,0.0862,0.3861
528,231.7,0.0655,-0.024,0.3635
528.015,231.7,-0.007,0.0204,0.347
528.03,230.2,0.0837,-0.1212,0.3866
528.045,230.2,0.0837,-0.1212,0.3866
528.06,230.2,0.0549,-0.1495,0.4198
528.075,228.6,0.0549,-0.1495,0.4198
528.09,228.6,-0.0258,-0.0991,0.4485
528.105,227.9,-0.074,-0.0736,0.4544
528.12,227.9,-0.1757,-0.0744,0.4647
528.135,227.9,-0.1757,-0.0744,0.4647
528.15,227.3,-0.2062,-0.1734,0.4834
528.165,227.3,-0.0298,-0.1798,0.5103
528.18,227.3,-0.0324,-0.1692,0.5128
528.195,227.5,-0.0324,-0.1692,0.5128
528.21,227.5,-0.0124,-0.1346,0.5056
528.225,226.5,-0.1344,-0.1186,0.5148
528.24,226.5,-0.1344,-0.1186,0.5148
528.255,226.5,-0.1915,-0.0007,0.522
528.27,224.7,-0.1915,-0.0007,0.522
528.285,224.7,-0.024,0.1514,0.537
528.3,224.7,0.0878,0.2305,0.5364
528.315,223.5,0.0915,0.2493,0.546
528.33,223.5,0.0744,0.2342,0.5118
528.345,221.7,0.0744,0.2342,0.5118
528.36,221.7,0.1315,0.0658,0.458
528.375,221.7,0.332,-0.0225,0.4434
528.39,220,0.1337,-0.1072,0.4344
528.405,220,0.1337,-0.1072,0.4344
528.42,220,-0.2536,-0.1438,0.4181
528.435,218.6,-0.2536,-0.1438,0.4181
528.45,218.6,-0.1543,-0.1533,0.4237
528.465,217.7,-0.0038,-0.1544,0.4046
528.48,217.7,-0.0038,-0.1544,0.4046
528.495,217.7,0.3265,-0.1645,0.3998
528.51,218.5,0.4141,-0.207,0.4217
528.525,218.5,-0.2298,-0.2068,0.3809
528.54,218.5,-0.0423,-0.2016,0.4389
528.555,215.4,-0.0423,-0.2016,0.4389
528.57,215.4,0.098,-0.1015,0.4626
528.585,215.4,0.098,-0.1015,0.4626
528.6,215.1,0.1388,0.061,0.5095
528.615,215.1,0.1255,0.2383,0.4781
528.63,214.4,0.1255,0.2383,0.4781
528.645,214.4,-0.1011,0.1822,0.4553
528.66,214.4,0.005,0.1063,0.465
528.675,213.4,0.1531,0.1384,0.4213
528.69,213.4,-0.039,0.0177,0.4048
528.705,213.4,-0.039,0.0177,0.4048
528.72,212.6,0.079,-0.0471,0.4128
528.735,212.6,0.1322,-0.0335,0.4153
528.75,212.6,0.1322,-0.0335,0.4153
528.765,211,0.0312,0.0214,0.4258
528.78,211,0.0312,0.0214,0.4258
528.795,210.1,0.0615,-0.0121,0.4283
528.81,210.1,0.0258,0.0193,0.4431
528.825,210.1,-0.101,0.0689,0.4381
528.84,208.4,-0.101,0.0689,0.4381
528.855,208.4,-0.0233,0.1042,0.4292
528.87,208,-0.0023,0.0939,0.4063
528.885,208,-0.1361,0.0086,0.4022
528.9,208,0.0881,0.0584,0.4231
528.915,207.3,0.0881,0.0584,0.4231
528.93,207.3,0.0305,0.0203,0.4137
528.945,207.3,0.0305,0.0203,0.4137
528.96,206.8,-0.1268,-0.0525,0.4186
528.975,206.8,-0.1,-0.0667,0.4337
528.99,205.4,-0.1,-0.0667,0.4337
529.005,205.4,-0.0454,-0.09,0.4427
529.02,205.4,-0.0517,-0.0586,0.4412
529.035,204.9,0.026,-0.047,0.4471
529.05,204.9,0.026,-0.047,0.4471
529.065,204.9,0.0417,-0.0061,0.4527
529.08,203.5,-0.0984,0.0084,0.4532
529.095,203.5,-0.0001,0.063,0.4493
529.11,202.4,-0.0001,0.063,0.4493
529.125,202.4,0.0128,0.0622,0.4409
529.14,202.4,0.0128,0.0622,0.4409
529.155,201.3,-0.009,0.0435,0.4315
529.17,201.3,0.0972,-0.0169,0.4503
529.185,201.3,0.0028,-0.0519,0.4262
529.2,200.4,0.0028,-0.0519,0.4262
529.215,200.4,-0.0524,-0.102,0.4188
529.23,200.4,-0.0121,-0.1032,0.4009
529.245,199.2,0.0437,-0.0484,0.4177
529.26,199.2,0.0437,-0.0484,0.4177
529.275,198.3,0.1249,-0.0443,0.4246
529.29,198.3,0.1156,0.0364,0.4279
529.305,198.3,0.1156,0.0364,0.4279
529.32,197.1,0.0475,0.0434,0.419
529.335,197.1,-0.0448,0.0561,0.4013
529.35,195.8,-0.0448,0.0561,0.4013
529.365,195.8,-0.0279,0.0299,0.4153
529.38,195.8,0.0379,0.025,0.4027
529.395,195,0.1419,-0.0242,0.4176
529.41,195,0.1419,-0.0242,0.4176
529.425,195,0.0902,-0.0508,0.4254
529.44,194.2,-0.0151,-0.0467,0.4308
529.455,194.2,-0.0502,-0.0475,0.4587
529.47,194.2,-0.0502,-0.0475,0.4587
529.485,192.8,-0.0492,0.0111,0.4739
529.5,192.8,-0.0492,0.0111,0.4739
529.515,192.2,-0.0044,-0.0085,0.4781
529.53,192.2,0.0954,0.0396,0.5169
529.545,192.2,-0.0705,0.0968,0.5434
529.56,191.4,-0.0705,0.0968,0.5434
529.575,191.4,-0.1223,0.0663,0.5455
529.59,191.4,0.0035,0.0518,0.5762
529.605,190.3,-0.0128,0.0881,0.6022
529.62,190.3,-0.0128,0.0881,0.6022
529.635,189.5,-0.0267,0.0796,0.6267
529.65,189.5,-0.0025,0.0324,0.6801
529.665,189.5,-0.0025,0.0324,0.6801
529.68,187.7,-0.0676,0.0814,0.6927
529.695,187.7,-0.0676,0.0814,0.6927
529.71,187.7,0.0069,0.0321,0.7122
529.725,186.2,0.0341,0.0127,0.7422
529.74,186.2,-0.0314,0.0286,0.7751
529.755,186.2,0.0043,0.0007,0.7943
529.77,184.2,0.0043,0.0007,0.7943
529.785,184.2,0.0538,-0.0223,0.8029
529.8,182.6,-0.1605,-0.0328,0.7975
529.815,182.6,0.0055,-0.0707,0.8598
529.83,182.6,0.0055,-0.0707,0.8598
529.845,180.9,0.0055,-0.0707,0.8598
529.86,180.9,-0.0454,-0.1114,0.9433
529.875,180.9,-0.1034,-0.0557,0.9805
529.89,179.5,0.0074,-0.0574,1.008
529.905,179.5,0.0074,-0.0574,1.008
529.92,177.4,0.0214,-0.0756,1.0421
529.935,177.4,-0.0246,0.0073,1.1071
529.95,177.4,-0.0746,-0.0481,1.118
529.965,176,-0.0681,0.006,1.1208
529.98,176,-0.0681,0.006,1.1208
529.995,176,-0.0837,0.0622,1.1375
530.01,173.6,0.0317,0.0699,1.1023
530.025,173.6,0.0317,0.0699,1.1023
530.04,172,0.0031,0.0346,1.1002
530.055,172,0.0031,0.0346,1.1002
530.07,172,-0.0453,0.0594,1.1037
530.085,169.2,-0.0363,0.1059,1.1071
530.1,169.2,-0.0203,0.1266,1.0947
530.115,169.2,-0.0203,0.1266,1.0947
530.13,166.3,-0.0357,0.094,1.0832
530.145,166.3,-0.0276,0.0757,1.0463
530.16,164.2,0.0362,0.008,1.0234
530.175,164.2,0.0317,0.0056,1.0159
530.19,164.2,0.0317,0.0056,1.0159
530.205,161.6,0.0317,0.0056,1.0159
530.22,161.6,-0.042,-0.0208,0.9872
530.235,161.6,-0.0309,-0.0388,0.9504
530.25,161.6,0.0207,-0.0723,0.9219
530.265,161.6,0.0207,-0.0723,0.9219
530.28,156.7,0.0392,-0.0678,0.899
530.295,156.7,-0.004,-0.0373,0.8864
530.31,156.7,-0.0808,-0.0213,0.8754
530.325,154.1,-0.0808,-0.0213,0.8754
530.34,154.1,-0.0328,-0.0008,0.8534
530.355,154.1,0.0277,0.007,0.8382
530.37,152.1,0.0241,0.0094,0.8042
530.385,152.1,0.0241,0.0094,0.8042
530.4,149.7,0.0228,0.0451,0.7778
530.415,149.7,0.0228,0.0451,0.7778
530.43,149.7,0.0356,0.0938,0.7556
530.445,147.3,0.0225,0.1073,0.7413
530.46,147.3,-0.0377,0.1027,0.7041
530.475,147.3,-0.0377,0.1027,0.7041
530.49,145.1,-0.0432,0.1067,0.6698
530.505,145.1,0.0142,0.0718,0.658
530.52,145.1,0.0755,0.0477,0.6356
530.535,143.6,0.0755,0.0477,0.6356
530.55,143.6,0.0436,0.0151,0.6286
530.565,142,0.0302,-0.0176,0.6249
530.58,142,0.0302,-0.0176,0.6249
530.595,142,-0.0134,0.0051,0.6241
530.61,140.6,-0.0599,0.0131,0.6228
530.625,140.6,-0.0599,0.0131,0.6228
530.64,140.6,0.0006,-0.0035,0.6177
530.655,138.8,0.0556,-0.0081,0.6125
530.67,138.8,0.0113,-0.0117,0.6115
530.685,137.8,0.0113,-0.0117,0.6115
530.7,137.8,-0.0278,0.009,0.6086
530.715,137.8,0.0412,0.0363,0.6069
530.73,135.6,0.0561,0.0492,0.5863
530.745,135.6,0.0561,0.0492,0.5863
530.76,135.6,0.0561,0.0492,0.5863
530.775,134.9,0.0726,0.0215,0.5652
530.79,134.9,0.0335,-0.0311,0.5074
530.805,134.9,0.0636,-0.0777,0.4676
530.82,132.8,0.1486,-0.0922,0.4275
530.835,132.8,0.1486,-0.0922,0.4275
530.85,131.8,0.1223,-0.0753,0.4008
530.865,131.8,0.0299,-0.0351,0.3644
530.88,131.8,-0.196,0.0077,0.3296
530.895,129.9,-0.196,0.0077,0.3296
530.91,129.9,-0.1581,0.0192,0.2788
530.925,129.5,-0.1581,0.0192,0.2788
530.94,129.5,-0.0329,0.0501,0.2519
530.955,129.5,-0.0835,0.0518,0.1723
530.97,130.5,-0.0835,0.0518,0.1723
530.985,130.5,0.026,0.0939,0.1375
531,130.5,0.1061,0.164,0.0686
531.015,130.3,0.2616,0.2154,-0.0164
531.03,130.3,0.1749,0.2799,-0.1053
531.045,129.8,0.1749,0.2799,-0.1053
531.06,129.8,-0.0477,0.3049,-0.2106
531.075,129.8,-0.2027,0.1241,-0.2834
531.09,127.7,-0.2027,0.1241,-0.2834
531.105,127.7,-0.1341,0.1251,-0.3603
531.12,127.7,-0.1341,0.1251,-0.3603
531.135,128.6,-0.2097,0.1334,-0.4197
531.15,128.6,-0.161,0.0748,-0.4373
531.165,128.6,-0.0964,0.1264,-0.4465
531.18,130,-0.0964,0.1264,-0.4465
531.195,130,0.1268,-0.0748,-0.4394
531.21,132.3,0.1859,-0.1544,-0.4718
531.225,132.3,0.1361,-0.1362,-0.5067
531.24,132.3,0.0721,-0.1233,-0.5571
531.255,132.1,0.0721,-0.1233,-0.5571
531.27,132.1,0.0789,-0.0691,-0.6071
531.285,132.1,0.065,-0.0082,-0.6517
531.3,131.8,0.065,-0.0082,-0.6517
531.315,131.8,0.0436,0.0154,-0.6779
531.33,132.5,0.0436,0.0154,-0.6779
531.345,132.5,0.0334,0.0038,-0.7022
531.36,132.5,0.0621,0.0392,-0.7529
531.375,134.7,0.0676,0.1001,-0.8036
531.39,134.7,0.0676,0.1001,-0.8036
531.405,137,0.0231,0.0864,-0.869
531.42,137,0.0142,0.0639,-0.911
531.435,137,0.0215,-0.0013,-0.9381
531.45,139.1,0.0215,-0.0013,-0.9381
531.465,139.1,0.0198,-0.0608,-0.9523
531.48,139.1,0.0198,-0.0608,-0.9523
531.495,141,0.036,-0.0656,-0.9749
531.51,141,0.0375,-0.0572,-1.0023
531.525,141,0.0539,-0.0448,-1.0439
531.54,143.5,0.0539,-0.0448,-1.0439
531.555,143.5,0.0959,-0.0076,-1.0621
531.57,145.3,0.0381,-0.006,-1.0688
531.585,145.3,0.0084,-0.0303,-1.0717
531.6,145.3,0.0084,-0.0303,-1.0717
531.615,147.1,0.0431,-0.0782,-1.0689
531.63,147.1,0.0598,-0.0878,-1.1015
531.645,147.1,0.0598,-0.0878,-1.1015
531.66,149.6,0.0531,-0.0793,-1.138
531.675,149.6,0.1229,-0.0461,-1.1734
531.69,152.4,0.1229,-0.0461,-1.1734
531.705,152.4,0.113,-0.0042,-1.209
531.72,152.4,0.0434,-0.0011,-1.2205
531.735,154.7,0.0539,-0.0247,-1.2181
531.75,154.7,0.0539,-0.0247,-1.2181
531.765,154.7,0.0023,-0.0325,-1.2308
531.78,156.8,-0.0437,-0.0179,-1.2292
531.795,156.8,0.0076,-0.0016,-1.2146
531.81,156.8,0.0076,-0.0016,-1.2146
531.825,160.1,0.0574,0.0105,-1.1899
531.84,160.1,0.0881,0.0062,-1.166
531.855,163.2,0.0881,0.0062,-1.166
531.87,163.2,0.1062,-0.0034,-1.145
531.885,163.2,-0.0301,-0.0668,-1.1206
531.9,165.9,-0.0301,-0.0668,-1.1206
531.915,165.9,-0.0483,-0.0541,-1.1321
531.93,165.9,0.003,-0.0673,-1.1347
531.945,168.3,0.039,-0.0579,-1.143
531.96,168.3,0.039,-0.0579,-1.143
531.975,171.3,0.0497,-0.0381,-1.1712
531.99,171.3,0.007,-0.0394,-1.19
532.005,171.3,0.007,-0.0394,-1.19
532.02,173.4,-0.0203,-0.0472,-1.2309
532.035,173.4,-0.0203,-0.0472,-1.2309
532.05,173.4,0.0435,0.0108,-1.2374
532.065,175.5,0.1169,0.0372,-1.2317
532.08,175.5,0.0585,-0.0525,-1.1745
532.095,177.4,0.0736,-0.0323,-1.1351
532.11,177.4,0.0736,-0.0323,-1.1351
532.125,177.4,0.0203,-0.1107,-1.1073
532.14,179.6,-0.0592,-0.1292,-1.0836
532.155,179.6,-0.0318,-0.0816,-1.0948
532.17,179.6,-0.0318,-0.0816,-1.0948
532.185,182.8,0.047,-0.0895,-1.0846
532.2,182.8,0.0974,-0.0338,-1.0999
532.215,186.3,0.0974,-0.0338,-1.0999
532.23,186.3,0.0585,-0.0005,-1.1308
532.245,186.3,0.0585,-0.0005,-1.1308
532.26,188.9,0.0104,0.009,-1.1262
532.275,188.9,-0.0904,-0.0181,-1.1377
532.29,188.9,-0.0759,-0.0355,-1.0921
532.305,190.9,-0.0297,-0.0074,-1.076
532.32,190.9,-0.0297,-0.0074,-1.076
532.335,193.1,-0.0023,-0.025,-1.0392
532.35,193.1,0.0505,-0.0225,-0.9873
532.365,193.1,0.0505,-0.0225,-0.9873
532.38,195.7,0.0325,-0.0366,-0.9341
532.395,195.7,0.0325,-0.0366,-0.9341
532.41,195.7,-0.0549,-0.1228,-0.8875
532.425,197.9,-0.0929,-0.1225,-0.8698
532.44,197.9,-0.0798,-0.1167,-0.8225
532.455,200.4,-0.0798,-0.1167,-0.8225
532.47,200.4,-0.0835,-0.0868,-0.7413
532.485,200.4,-0.0438,-0.0971,-0.6411
532.5,203,-0.001,-0.1195,-0.5485
532.515,203,-0.0521,-0.16,-0.4702
532.53,203,-0.0521,-0.16,-0.4702
532.545,204.9,-0.079,-0.2018,-0.417
532.56,204.9,-0.079,-0.2018,-0.417
532.575,204.9,-0.1101,-0.1245,-0.4052
532.59,206.2,-0.1287,-0.0659,-0.366
532.605,206.2,-0.1287,-0.0659,-0.366
532.62,207.7,-0.0839,-0.0037,-0.3075
532.635,207.7,-0.0086,0.0702,-0.2231
532.65,207.7,-0.0621,0.1342,-0.1803
532.665,208.7,-0.0621,0.1342,-0.1803
532.68,208.7,-0.0932,0.1305,-0.1348
532.695,209.3,-0.0155,0.1416,-0.1187
532.71,209.3,-0.0054,0.116,-0.1008
532.725,209.3,-0.0296,0.0351,-0.0848
532.74,209.4,-0.0296,0.0351,-0.0848
532.755,209.4,-0.0296,0.0351,-0.0848
532.77,209.4,-0.0103,-0.0215,-0.0894
532.785,209.5,0.0029,-0.0527,-0.0723
532.8,209.5,-0.0135,-0.0448,-0.0565
532.815,209.5,-0.0135,-0.0448,-0.0565
532.83,209.8,0.0255,-0.0072,-0.0374
532.845,209.8,0.0214,0.0207,-0.0136
532.86,209.8,-0.0467,-0.0018,0.0022
532.875,209.8,-0.0467,-0.0018,0.0022
532.89,209.8,-0.086,-0.0241,0.0273
532.905,209.9,-0.0597,-0.0514,0.0659
532.92,209.9,-0.0597,-0.0514,0.0659
532.935,209.9,-0.0083,-0.0842,0.0805
532.95,210.1,0.1293,-0.0872,0.1223
532.965,210.1,0.1293,-0.0872,0.1223
532.98,210.2,0.1601,-0.0301,0.1462
532.995,210.2,-0.0156,0.029,0.1535
533.01,210.2,-0.1208,0.1463,0.1309
533.025,210.2,-0.1208,0.1463,0.1309
533.04,210.2,0.0515,0.2207,0.1353
533.055,210.2,-0.0327,0.2738,0.1522
533.07,209.4,-0.0267,0.2672,0.2088
533.085,209.4,-0.0267,0.2672,0.2088
533.1,209.2,-0.0267,0.2672,0.2088
533.115,209.2,0.269,0.1149,0.2477
533.13,209.2,0.2391,-0.162,0.2591
533.145,208.8,0.0644,-0.1389,0.3249
533.16,208.8,0.2349,-0.0528,0.3768
533.175,208.8,0.2349,-0.0528,0.3768
533.19,206.8,0.1054,-0.1122,0.3491
533.205,206.8,-0.0662,0.0394,0.3808
533.22,206.6,0.0859,0.114,0.3827
533.235,206.6,0.0859,0.114,0.3827
533.25,206.6,0.1453,0.1446,0.4007
533.265,205.7,0.1566,0.157,0.4202
533.28,205.7,0.1566,0.157,0.4202
533.295,205.7,0.1151,0.1022,0.4308
533.31,206.3,0.1151,0.1022,0.4308
533.325,206.3,-0.1727,-0.0067,0.4431
533.34,204.4,-0.2302,-0.1066,0.4877
533.355,204.4,-0.2163,-0.1048,0.5152
533.37,204.4,-0.0859,-0.1323,0.6128
533.385,205.2,-0.0859,-0.1323,0.6128
533.4,205.2,0.0445,-0.1042,0.6737
533.415,205.2,-0.0703,-0.0543,0.7015
533.43,204,-0.209,0.0003,0.7014
533.445,204,-0.209,0.0003,0.7014
533.46,204,-0.0601,-0.0121,0.7316
533.475,202.9,-0.0601,-0.0121,0.7316
533.49,202.9,-0.0116,-0.0181,0.7299
533.505,200.9,-0.0759,0.0006,0.7124
533.52,200.9,-0.0759,0.0006,0.7124
533.535,200.9,-0.0376,-0.0427,0.72
533.55,199.3,-0.0293,-0.0692,0.7112
533.565,199.3,0.0135,-0.0278,0.734
533.58,197.3,0,0.0606,0.756
533.595,197.3,0,0.0606,0.756
533.61,197.3,-0.0602,0.0427,0.7564
533.625,195.7,0.0334,0.0688,0.785
533.64,195.7,0.0334,0.0688,0.785
533.655,195.7,0.0027,0.0968,0.7576
533.67,194.3,0.0027,0.0968,0.7576
533.685,194.3,-0.0598,0.1497,0.7347
533.7,194.3,0.0439,0.1125,0.7012
533.715,192.8,0.0071,0.0835,0.629
533.73,192.8,0.0071,0.0835,0.629
533.745,191.4,-0.0948,-0.0305,0.5786
533.76,191.4,0.1853,-0.1759,0.5904
533.775,191.4,0.0093,-0.0826,0.5837
533.79,189.2,0.0093,-0.0826,0.5837
533.805,189.2,-0.024,-0.0392,0.5842
533.82,187.4,-0.024,-0.0392,0.5842
533.835,187.4,0.1041,0.0088,0.596
