Bus, Main, Main, Main, Main
Node, torque_vector, torque_vector, torque_vector, torque_vector
Message, vehHead, sfs_ang_vel, sfs_ang_vel, sfs_ang_vel
Signal, vehHead, sfs_ang_vel_x, sfs_ang_vel_y, sfs_ang_vel_z
264.45,28.7,0.2371,-0.0056,0.9906
264.465,28.7,0.1921,-0.0336,0.9933
264.48,26.4,0.1921,-0.0336,0.9933
264.495,26.4,-0.2093,-0.0462,0.9896
264.51,26.4,-0.2093,-0.0462,0.9896
264.525,22.3,-0.0378,-0.0502,1.0429
264.54,22.3,-0.0825,-0.0788,1.0534
264.555,20.1,-0.0825,-0.0788,1.0534
264.57,20.1,-0.0482,-0.0532,1.0703
264.585,20.1,0.1446,-0.0008,1.1623
264.6,18.7,-0.0535,0.1079,1.1796
264.615,18.7,-0.0535,0.1079,1.1796
264.63,18.7,-0.1762,0.0707,1.1665
264.645,17.2,-0.0372,0.0138,1.1755
264.66,17.2,-0.0372,0.0138,1.1755
264.675,17.2,0.1026,-0.0464,1.1603
264.69,14.9,0.0599,-0.0597,1.1808
264.705,14.9,0.0599,-0.0597,1.1808
264.72,12,0.169,-0.0601,1.2133
264.735,12,-0.1063,0,1.1941
264.75,12,-0.3827,0.0016,1.2115
264.765,7.6,-0.3827,0.0016,1.2115
264.78,7.6,0.0049,0.0288,1.2568
264.795,5.5,0.2254,-0.0315,1.2301
264.81,5.5,-0.0064,0.0474,1.2056
264.825,5.5,-0.0064,0.0474,1.2056
264.84,3.9,0.0093,0.0488,1.1935
264.855,3.9,0.0675,0.0049,1.1757
264.87,3.9,0.0675,0.0049,1.1757
264.885,359.3,-0.068,0.0255,1.1507
264.9,359.3,-0.0007,-0.0023,1.1459
264.915,356.9,-0.0007,-0.0023,1.1459
264.93,356.9,0.0807,-0.0124,1.1562
264.945,356.9,-0.0445,-0.0032,1.1399
264.96,353.4,-0.0512,-0.0356,1.1423
264.975,353.4,-0.0512,-0.0356,1.1423
264.99,353.4,0.0928,-0.0649,1.1577
265.005,351,0.0894,-0.0465,1.1625
265.02,351,-0.0684,-0.0199,1.1343
265.035,351,-0.0684,-0.0199,1.1343
265.05,349,-0.0684,-0.0199,1.1343
265.065,349,0.1081,-0.0132,1.1167
265.08,345.9,0.1044,-0.0126,1.0969
265.095,345.9,0.0012,0.004,1.0563
265.11,345.9,-0.0257,-0.0319,1.0475
265.125,345.9,-0.0257,-0.0319,1.0475
265.14,345.9,-0.0508,-0.0305,1.0683
265.155,345.9,-0.0911,0.0027,1.0964
265.17,339.6,-0.1055,0.0108,1.1263
265.185,339.6,-0.1055,0.0108,1.1263
265.2,339.6,-0.0628,0.0392,1.156
265.215,338.9,-0.0159,0.0641,1.1781
265.23,338.9,-0.0159,0.0641,1.1781
265.245,337.7,0.0717,0.0349,1.1901
265.26,337.7,0.0717,0.0349,1.1901
265.275,337.7,0.0976,0.0209,1.2011
265.29,335.9,-0.0262,0.0081,1.1973
265.305,335.9,-0.1866,-0.0122,1.2042
265.32,335.9,-0.1658,-0.0484,1.2342
265.335,332.1,-0.1658,-0.0484,1.2342
265.35,332.1,-0.0446,-0.0561,1.2661
265.365,329.7,-0.0011,-0.0634,1.2908
265.38,329.7,-0.0224,-0.0637,1.3086
265.395,329.7,-0.0224,-0.0637,1.3086
265.41,327,-0.0224,-0.0637,1.3086
265.425,327,-0.0678,-0.0546,1.3339
265.44,327,-0.0908,-0.0726,1.3511
265.455,323.9,-0.091,-0.0613,1.3694
265.47,323.9,-0.091,-0.0613,1.3694
265.485,321.5,-0.1602,-0.0441,1.3701
265.5,321.5,-0.174,-0.0463,1.3861
265.515,321.5,-0.083,-0.0544,1.4016
265.53,318.9,0.0355,-0.0737,1.4142
265.545,318.9,0.0355,-0.0737,1.4142
265.56,316.6,0.0471,-0.0488,1.4128
265.575,316.6,-0.0229,-0.0438,1.4137
265.59,316.6,-0.0229,-0.0438,1.4137
265.605,312.6,-0.1044,-0.0448,1.4085
265.62,312.6,-0.1044,-0.0448,1.4085
265.635,312.6,-0.1207,-0.0513,1.391
265.65,309.8,-0.0703,-0.0688,1.4034
265.665,309.8,-0.0333,-0.0401,1.4119
265.68,309.8,-0.0333,-0.0401,1.4119
265.695,307.3,-0.0224,0.005,1.4138
265.71,307.3,-0.0062,0.0051,1.3986
265.725,304.5,0.0041,0.0075,1.3755
265.74,304.5,-0.0243,0.0011,1.3298
265.755,304.5,-0.0243,0.0011,1.3298
265.77,301.4,-0.0243,0.0011,1.3298
265.785,301.4,-0.0469,-0.0216,1.2813
265.8,301.4,0.006,-0.0327,1.2559
265.815,298,0.0312,-0.0004,1.1947
265.83,298,0.0312,-0.0004,1.1947
265.845,295.1,0.02,0.012,1.1231
265.86,295.1,0.0214,0.0342,1.0519
265.875,295.1,0.0549,0.0139,0.9597
265.89,291.5,0.0549,0.0139,0.9597
265.905,291.5,0.0784,0.0375,0.8576
265.92,291.5,0.0696,-0.0471,0.7601
265.935,288.7,0.0696,-0.0471,0.7601
265.95,288.7,0.0515,-0.0731,0.6983
265.965,285.9,0.071,-0.0852,0.6411
265.98,285.9,0.071,-0.0852,0.6411
265.995,285.9,0.0141,-0.0689,0.6503
266.01,283.7,0.0206,-0.0227,0.6755
266.025,283.7,0.0795,-0.0162,0.6992
266.04,283.7,0.0795,-0.0162,0.6992
266.055,281.7,0.0412,0.0182,0.7
266.07,281.7,-0.0513,0.0128,0.6988
266.085,281.7,-0.022,-0.043,0.702
266.1,280.9,-0.022,-0.043,0.702
266.115,280.9,0.0383,-0.0461,0.7128
266.13,279.8,-0.0127,0.01,0.7352
266.145,279.8,-0.0127,0.01,0.7352
266.16,279.8,-0.0645,0.0106,0.7507
266.175,278.6,-0.0692,0.0295,0.7541
266.19,278.6,-0.0692,0.0295,0.7541
266.205,278.6,-0.0264,-0.0238,0.7486
266.22,276.6,-0.0005,-0.026,0.7544
266.235,276.6,0.0067,-0.0415,0.7662
266.25,275.3,0.0067,-0.0415,0.7662
266.265,275.3,-0.0472,-0.0354,0.7634
266.28,275.3,0.0202,-0.0116,0.7902
266.295,273.4,0.0202,-0.0116,0.7902
266.31,273.4,0.0927,0.0061,0.809
266.325,273.4,0.0927,0.0061,0.809
266.34,271.6,-0.0421,0.0325,0.8032
266.355,271.6,-0.1291,0.0312,0.7708
266.37,269.8,-0.0183,0.0181,0.7655
266.385,269.8,0.0707,0.0162,0.7402
266.4,269.8,0.0707,0.0162,0.7402
266.415,268.6,0.0206,0.0256,0.7109
266.43,268.6,-0.0193,0.0112,0.6801
266.445,268.6,0.0529,-0.0163,0.649
266.46,266.5,0.0529,-0.0163,0.649
266.475,266.5,0.0256,-0.0093,0.6049
266.49,264.9,0.0256,-0.0093,0.6049
266.505,264.9,-0.0513,-0.0463,0.5733
266.52,264.9,0.084,-0.0721,0.5427
266.535,262.5,0.084,-0.0721,0.5427
266.55,262.5,0.038,-0.0769,0.5273
266.565,262.5,-0.0232,-0.0565,0.5145
266.58,261.5,0.0086,-0.0495,0.4938
266.595,261.5,-0.0204,-0.0024,0.451
266.61,260,-0.0204,-0.0024,0.451
266.625,260,-0.0612,-0.0464,0.4057
266.64,260,0.0256,-0.0388,0.3673
266.655,259.8,0.0256,-0.0388,0.3673
266.67,259.8,0.0474,-0.0357,0.3283
266.685,259.8,0.0474,-0.0357,0.3283
266.7,258.6,0.0333,0.022,0.2679
266.715,258.6,-0.0085,0.0367,0.2237
266.73,257.7,-0.0708,0.0879,0.1909
266.745,257.7,-0.0708,0.0879,0.1909
266.76,257.7,0.049,0.0268,0.1872
266.775,256.5,0.0787,-0.0001,0.1836
266.79,256.5,0.0527,0.007,0.1884
266.805,256.5,0.0472,-0.0259,0.1943
266.82,256.1,0.0472,-0.0259,0.1943
266.835,256.1,-0.0259,-0.001,0.1809
266.85,256.1,-0.0259,-0.001,0.1809
266.865,254.9,-0.0416,0.018,0.1614
266.88,254.9,0.0623,-0.0329,0.1438
266.895,254.9,0.0623,-0.0329,0.1438
266.91,255.1,0.1,-0.0268,0.132
266.925,255.1,0.0796,-0.0018,0.1276
266.94,254.7,0.0706,0.0426,0.1314
266.955,254.7,0.0706,0.0426,0.1314
266.97,254.7,0.0469,0.0856,0.1046
266.985,253.8,-0.0525,0.0807,0.0842
267,253.8,-0.0489,0.0524,0.0753
267.015,253.8,-0.0489,0.0524,0.0753
267.03,253.3,0.0766,0.0412,0.0682
267.045,253.3,0.0766,0.0412,0.0682
267.06,253.5,0.0749,0.0278,0.0755
267.075,253.5,0.05,-0.0401,0.0545
267.09,253.5,-0.0098,-0.0439,0.016
267.105,253.5,-0.0098,-0.0439,0.016
267.12,253.5,-0.0474,-0.0921,-0.0203
267.135,253.5,-0.0086,-0.0382,-0.0526
267.15,253.3,0.0752,-0.0434,-0.0734
267.165,253.3,0.0752,-0.0434,-0.0734
267.18,253.3,0.0898,-0.0935,-0.0754
267.195,253.3,-0.0033,-0.0573,-0.1136
267.21,253.3,-0.0033,-0.0573,-0.1136
267.225,253.3,0.1028,0.0106,-0.1566
267.24,253,-0.0675,0.0281,-0.2252
267.255,253,-0.0675,0.0281,-0.2252
267.27,253.1,0.0243,0.0383,-0.2364
267.285,253.1,0.0245,0.0326,-0.2466
267.3,253.1,0.0336,0.0008,-0.2415
267.315,253.6,0.0336,0.0008,-0.2415
267.33,253.6,-0.0369,0.0123,-0.2735
267.345,254.5,-0.0342,0.029,-0.2753
267.36,254.5,0.0675,0.0771,-0.2941
267.375,254.5,0.0675,0.0771,-0.2941
267.39,254.6,0.0488,-0.0202,-0.3152
267.405,254.6,0.0488,-0.0202,-0.3152
267.42,254.6,0.0602,-0.0541,-0.3076
267.435,255.6,0.0123,-0.0255,-0.3267
267.45,255.6,-0.0753,0.005,-0.3388
267.465,255.5,-0.0753,0.005,-0.3388
267.48,255.5,-0.0685,0.0487,-0.3611
267.495,255.5,0.0936,0.0315,-0.3653
267.51,256.5,0.0751,0.0128,-0.3512
267.525,256.5,0.0751,0.0128,-0.3512
267.54,256.5,0.0343,-0.0075,-0.3561
267.555,257.5,0.0392,0.0034,-0.3824
267.57,257.5,0.0392,0.0034,-0.3824
267.585,258,-0.0626,-0.0262,-0.4231
267.6,258,-0.0626,-0.0262,-0.4231
267.615,258.9,0.0082,-0.0258,-0.4488
267.63,258.9,0.0224,-0.0823,-0.4435
267.645,258.9,0.061,-0.1172,-0.4267
267.66,259.9,0.0308,-0.0657,-0.4637
267.675,259.9,0.0308,-0.0657,-0.4637
267.69,259.9,-0.1037,-0.0322,-0.479
267.705,260.8,-0.0842,0.0609,-0.5054
267.72,260.8,-0.0842,0.0609,-0.5054
267.735,260.8,0.1085,0.0652,-0.5171
267.75,261.7,0.1085,0.0652,-0.5171
267.765,261.7,0.1096,0.1208,-0.5298
267.78,263.1,-0.0383,0.097,-0.5166
267.795,263.1,-0.0959,0.0919,-0.5252
267.81,263.1,-0.0959,0.0919,-0.5252
267.825,263.6,-0.0439,0.0764,-0.5442
267.84,263.6,0.0767,0.0025,-0.5394
267.855,263.6,0.1149,0.0274,-0.5458
267.87,265.3,0.0825,-0.0774,-0.5472
267.885,265.3,0.0825,-0.0774,-0.5472
267.9,265.8,0.0825,-0.0774,-0.5472
267.915,265.8,-0.0548,-0.0766,-0.6066
267.93,265.8,-0.0548,-0.0766,-0.6066
267.945,267,0.0005,-0.0532,-0.6426
267.96,267,0.0005,-0.0532,-0.6426
267.975,267,0.0508,-0.0287,-0.6502
267.99,268.3,0.0406,-0.0574,-0.6313
268.005,268.3,-0.02,-0.0421,-0.6322
268.02,269.9,-0.02,-0.0421,-0.6322
268.035,269.9,-0.0812,-0.1435,-0.6287
268.05,269.9,-0.0264,-0.1151,-0.6316
268.065,270.8,0.0418,-0.0979,-0.6395
268.08,270.8,0.0387,-0.0941,-0.6289
268.095,270.8,0.0387,-0.0941,-0.6289
268.11,272.8,0.0387,-0.0941,-0.6289
268.125,272.8,0.0408,0.0315,-0.6465
268.14,272.8,-0.0363,0.0138,-0.6592
268.155,274,-0.0869,0.1042,-0.6578
268.17,274,-0.0869,0.1042,-0.6578
268.185,275.4,0.0544,0.1061,-0.6498
268.2,275.4,0.0114,0.0906,-0.6128
268.215,275.4,-0.0003,0.069,-0.6003
268.23,277.1,-0.0003,0.069,-0.6003
268.245,277.1,0.007,0.0096,-0.5705
268.26,278.1,-0.0851,-0.0754,-0.5251
268.275,278.1,-0.0851,-0.0754,-0.5251
268.29,278.1,-0.0514,-0.0767,-0.49
268.305,279.7,-0.0391,-0.1028,-0.4352
268.32,279.7,-0.0391,-0.1028,-0.4352
268.335,279.7,-0.0688,-0.0483,-0.3862
268.35,280.9,-0.0599,-0.0029,-0.335
268.365,280.9,-0.0772,0.0448,-0.2821
268.38,282.5,-0.0772,0.0448,-0.2821
268.395,282.5,-0.1273,0.1309,-0.2392
268.41,282.5,-0.0949,0.1238,-0.1649
268.425,283.7,-0.0683,0.1683,-0.0607
268.44,283.7,-0.0683,0.1683,-0.0607
268.455,283.7,-0.3122,0.1312,-0.025
268.47,284.7,-0.1838,0.0728,0.0405
268.485,284.7,-0.1838,0.0728,0.0405
268.5,285.2,-0.0277,-0.0293,0.1226
268.515,285.2,-0.0627,-0.0819,0.139
268.53,285.2,-0.0627,-0.0819,0.139
268.545,285.7,0.0985,-0.1895,0.2058
268.56,285.7,0.1021,-0.1824,0.2387
268.575,285.7,-0.1771,-0.0203,0.2507
268.59,284.1,-0.1771,-0.0203,0.2507
268.605,284.1,-0.2687,-0.1668,0.3328
268.62,284.1,0.0024,-0.0297,0.4019
268.635,283.4,0.0024,-0.0297,0.4019
268.65,283.4,-0.0386,0.1116,0.4223
268.665,283.9,-0.0386,0.1116,0.4223
268.68,283.9,-0.0571,0.0223,0.453
268.695,283.9,0.1265,-0.0121,0.485
268.71,283.5,-0.0256,0.0639,0.4953
268.725,283.5,-0.0696,0.0058,0.4909
268.74,283.5,-0.0696,0.0058,0.4909
268.755,282.5,0.1198,0.0095,0.5107
268.77,282.5,-0.0124,-0.0437,0.5378
268.785,280.8,-0.0954,-0.059,0.5768
268.8,280.8,-0.0954,-0.059,0.5768
268.815,280.8,0.0236,-0.0572,0.6226
268.83,279.8,0.0236,-0.0572,0.6226
268.845,279.8,0.006,-0.0611,0.6725
268.86,278.6,-0.0554,-0.0882,0.7087
268.875,278.6,-0.0554,-0.0882,0.7087
268.89,278.6,-0.0056,-0.0506,0.7298
268.905,278.6,-0.0147,-0.0192,0.7553
268.92,277.5,-0.0693,0.0013,0.7535
268.935,277.5,-0.0649,-0.0461,0.7489
268.95,276.4,-0.0649,-0.0461,0.7489
268.965,276.4,-0.0353,-0.0377,0.7544
268.98,274.9,0.0063,-0.0488,0.7549
268.995,274.9,0.0063,-0.0488,0.7549
269.01,274.9,0.0592,-0.014,0.7703
269.025,273.1,0.0592,-0.014,0.7703
269.04,273.1,0.0537,0.0158,0.7694
269.055,273.1,-0.0344,0.0036,0.7583
269.07,271,-0.134,-0.0032,0.7439
269.085,271,-0.134,-0.0032,0.7439
269.1,271,0.0273,-0.0303,0.7631
269.115,269.3,0.0741,0.0132,0.7699
269.13,269.3,0.0251,0.0371,0.7843
269.145,269.3,0.0031,0.0226,0.7757
269.16,269.3,0.0031,0.0226,0.7757
269.175,269.3,-0.1064,0.0256,0.7416
269.19,266,-0.1064,0.0256,0.7416
269.205,266,-0.1589,-0.0027,0.7129
269.22,266,-0.001,-0.0424,0.6937
269.235,264.4,-0.001,-0.0424,0.6937
269.25,264.4,0.0874,-0.0432,0.6758
269.265,263,0.0291,-0.0649,0.6272
269.28,263,-0.0159,-0.0215,0.5763
269.295,263,-0.0159,-0.0215,0.5763
269.31,261.1,-0.08,0.033,0.512
269.325,261.1,-0.109,0.0987,0.4465
269.34,261.1,0.01,0.1203,0.3895
269.355,259.7,0.01,0.1203,0.3895
269.37,259.7,0.1355,0.1002,0.3479
269.385,258.4,0.1355,0.1002,0.3479
269.4,258.4,0.1447,0.0291,0.3054
269.415,258.4,0.0461,0.0141,0.2563
269.43,257,0.036,-0.036,0.2272
269.445,257,0.036,-0.036,0.2272
269.46,257,0.0395,-0.0456,0.1708
269.475,255.6,0.0787,-0.0332,0.1602
269.49,255.6,0.117,-0.0467,0.1577
269.505,255.2,0.117,-0.0467,0.1577
269.52,255.2,0.067,0.0177,0.1123
269.535,255.2,0.0582,0.0096,0.0431
269.55,254.6,0.0582,0.0096,0.0431
269.565,254.6,0.1233,0.0454,-0.0282
269.58,254.6,0.1394,0.1152,-0.1379
269.595,254.5,0.1394,0.1152,-0.1379
269.61,254.5,0.1365,0.0595,-0.2215
269.625,254.5,0.162,0.0696,-0.3596
269.64,253.8,0.0209,0.0333,-0.442
269.655,253.8,0.0209,0.0333,-0.442
269.67,253.8,0.0489,0.0164,-0.5176
269.685,253.9,0.2292,-0.0039,-0.5981
269.7,253.9,0.1267,-0.0498,-0.648
269.715,253.9,0.1267,-0.0498,-0.648
269.73,254.6,0.0454,-0.0717,-0.6785
269.745,254.6,0.0454,-0.0717,-0.6785
269.76,255.7,0.0265,-0.0071,-0.7322
269.775,255.7,-0.0076,-0.0299,-0.7641
269.79,256.7,-0.0421,-0.1045,-0.804
269.805,256.7,-0.0421,-0.1045,-0.804
269.82,256.7,0.2014,-0.0672,-0.7899
269.835,258.7,0.1654,-0.0643,-0.8124
269.85,258.7,-0.0306,-0.0224,-0.8265
269.865,258.7,-0.0306,-0.0224,-0.8265
269.88,260.3,-0.0568,-0.0281,-0.8403
269.895,260.3,0.0189,-0.0459,-0.8613
269.91,260.3,0.0189,-0.0459,-0.8613
269.925,261.4,0.0406,-0.0215,-0.8574
269.94,261.4,0.0406,-0.0215,-0.8574
269.955,263.7,0.1162,-0.038,-0.8391
269.97,263.7,0.0667,0.0076,-0.8342
269.985,263.7,-0.0905,0.004,-0.8278
270,265,-0.0082,-0.0022,-0.8216
270.015,265,-0.0082,-0.0022,-0.8216
270.03,267.3,0.0474,-0.0137,-0.8002
270.045,267.3,0.11,-0.0518,-0.7865
270.06,267.3,0.0778,-0.0189,-0.7736
270.075,269.2,0.0778,-0.0189,-0.7736
270.09,269.2,0.0778,-0.0189,-0.7736
270.105,269.2,-0.1821,-0.0373,-0.7832
270.12,270.6,-0.1374,-0.0231,-0.7978
270.135,270.6,-0.0222,0.0027,-0.7898
270.15,270.6,-0.0222,0.0027,-0.7898
270.165,272.9,-0.0132,-0.002,-0.7563
270.18,272.9,0.0797,0.0371,-0.716
270.195,275.3,0.0336,0.0466,-0.6874
270.21,275.3,-0.1903,-0.0186,-0.6762
270.225,275.3,-0.1903,-0.0186,-0.6762
270.24,276.4,-0.132,-0.0517,-0.6485
270.255,276.4,0.0504,-0.0768,-0.6283
270.27,276.4,0.0504,-0.0768,-0.6283
270.285,277.9,-0.0098,-0.0844,-0.5842
270.3,277.9,-0.0098,-0.0844,-0.5842
270.315,280,-0.1014,-0.0183,-0.5558
270.33,280,-0.0283,-0.0013,-0.548
270.345,280,-0.0088,-0.0168,-0.5307
270.36,281,-0.0088,-0.0168,-0.5307
270.375,281,-0.0362,0.0063,-0.4944
270.39,281,0.0681,-0.0343,-0.4527
270.405,282.9,-0.0347,0.0085,-0.42
270.42,282.9,-0.1825,0.021,-0.3851
270.435,283.7,-0.1825,0.021,-0.3851
270.45,283.7,-0.1825,0.021,-0.3851
270.465,283.7,-0.0962,0.0175,-0.343
270.48,284.9,-0.0509,0.0828,-0.2811
270.495,284.9,-0.0713,0.0243,-0.1941
270.51,286.1,-0.0713,0.0243,-0.1941
270.525,286.1,-0.1214,0.0475,-0.1014
270.54,286.1,-0.1435,-0.0013,0.0731
270.555,286.8,-0.2073,-0.0919,0.1768
270.57,286.8,-0.2073,-0.0919,0.1768
270.585,286.8,-0.1264,-0.0644,0.3198
270.6,287.6,-0.116,-0.0974,0.4142
270.615,287.6,-0.116,-0.0974,0.4142
270.63,287.6,-0.129,-0.0514,0.5195
270.645,287.6,-0.1612,-0.0198,0.5918
270.66,287.6,-0.1612,-0.0198,0.5918
270.675,287.1,-0.0793,-0.0296,0.663
270.69,287.1,-0.0857,0.0197,0.7039
270.705,287.1,-0.0169,-0.0101,0.745
270.72,286.1,-0.0169,-0.0101,0.745
270.735,286.1,-0.084,-0.0265,0.7578
270.75,286.1,-0.0647,-0.0485,0.7992
270.765,284.6,-0.0386,-0.0724,0.8022
270.78,284.6,-0.0386,-0.0724,0.8022
270.795,283,-0.0129,-0.1041,0.8318
270.81,283,-0.0197,-0.086,0.8653
270.825,283,-0.0197,-0.086,0.8653
270.84,281.4,0.0823,-0.0805,0.8872
270.855,281.4,-0.1363,0.0289,0.8715
270.87,281.4,-0.1363,0.0289,0.8715
270.885,279.8,-0.1803,-0.0254,0.8617
270.9,279.8,-0.1379,-0.056,0.8279
270.915,278.3,-0.0106,-0.1159,0.8375
270.93,278.3,-0.0106,-0.1159,0.8375
270.945,278.3,0.1304,-0.0719,0.8921
270.96,277.3,0.0435,0.0012,0.9358
270.975,277.3,0.0435,0.0012,0.9358
270.99,277.3,-0.0073,0.0348,0.9305
271.005,274.9,-0.0073,0.0348,0.9305
271.02,274.9,-0.2446,0.0271,0.9124
271.035,272.9,-0.2513,0.0425,0.9353
271.05,272.9,-0.0571,0.0963,0.9485
271.065,272.9,0.1724,0.0448,0.9261
271.08,271.2,0.1724,0.0448,0.9261
271.095,271.2,0.1195,-0.0866,0.8664
271.11,271.2,-0.048,-0.0701,0.8654
271.125,269,-0.1478,-0.0817,0.8547
271.14,269,-0.1478,-0.0817,0.8547
271.155,269,-0.086,-0.0512,0.8727
271.17,266.2,0.0363,-0.023,0.8892
271.185,266.2,0.0363,-0.023,0.8892
271.2,264.5,0.1368,-0.0064,0.8873
271.215,264.5,0.1368,-0.0064,0.8873
271.23,264.5,0.0341,-0.0025,0.8586
271.245,262.2,-0.1282,0.0389,0.8444
271.26,262.2,-0.1099,-0.014,0.7951
271.275,262.2,0.008,-0.0175,0.7542
271.29,260.1,0.008,-0.0175,0.7542
271.305,260.1,0.1907,-0.0699,0.7299
271.32,258.9,0.1396,-0.0883,0.6845
271.335,258.9,0.1396,-0.0883,0.6845
271.35,258.9,0.0049,-0.0762,0.6332
271.365,256.4,0.0049,-0.0762,0.6332
271.38,256.4,-0.0086,-0.0598,0.5454
271.395,256.4,0.023,0.0122,0.4042
271.41,254.3,0.1696,0.0209,0.2705
271.425,254.3,0.1696,0.0209,0.2705
271.44,254.3,0.2781,0.0527,0.093
271.455,253.1,0.2558,0.0382,-0.0902
271.47,253.1,0.0301,0.0627,-0.2923
271.485,251.2,0.066,0.0872,-0.3676
271.5,251.2,0.066,0.0872,-0.3676
271.515,251.2,0.1189,0.0957,-0.4011
271.53,250,0.1189,0.0957,-0.4011
271.545,250,0.2661,0.0769,-0.4028
271.56,250,0.3264,0.0236,-0.4351
271.575,251.2,0.3264,0.0236,-0.4351
271.59,251.2,0.1159,-0.0357,-0.4544
271.605,251.2,-0.0199,-0.0835,-0.5025
271.62,251.3,-0.0134,-0.0691,-0.5719
271.635,251.3,-0.0134,-0.0691,-0.5719
271.65,252.3,0.0336,-0.1168,-0.6429
271.665,252.3,0.0976,-0.1218,-0.6748
271.68,254.3,0.0808,-0.0949,-0.6736
271.695,254.3,-0.0124,-0.0349,-0.71
271.71,254.3,-0.0124,-0.0349,-0.71
271.725,255.5,-0.0124,-0.0349,-0.71
271.74,255.5,-0.047,0.0143,-0.747
271.755,255.5,0.0267,0.0567,-0.7599
271.77,257.1,0.0284,0.0625,-0.7726
271.785,257.1,0.0284,0.0625,-0.7726
271.8,258.3,0.0856,0.0499,-0.7612
271.815,258.3,0.0706,0.0344,-0.7632
271.83,258.3,-0.0767,-0.0263,-0.786
271.845,259.7,-0.0767,-0.0263,-0.786
271.86,259.7,-0.1078,-0.0318,-0.81
271.875,259.7,0.0614,-0.0794,-0.8068
271.89,261.4,0.0614,-0.0794,-0.8068
271.905,261.4,0.1006,-0.0671,-0.8254
271.92,263.9,0.0137,-0.1023,-0.8081
271.935,263.9,0.0137,-0.1023,-0.8081
271.95,263.9,-0.0464,-0.0803,-0.8167
271.965,265.1,-0.0976,-0.0209,-0.8477
271.98,265.1,-0.0289,0.0301,-0.8411
271.995,265.1,-0.0289,0.0301,-0.8411
272.01,267.1,0.0789,0.0575,-0.8413
272.025,267.1,0.0333,0.0704,-0.8019
272.04,267.1,-0.0106,0.0387,-0.784
272.055,268.9,-0.0106,0.0387,-0.784
272.07,268.9,-0.0097,0.0183,-0.7839
272.085,270.6,-0.0097,0.0183,-0.7839
272.1,270.6,-0.0627,0.0017,-0.7791
272.115,270.6,-0.0598,-0.0348,-0.7627
272.13,272.2,0.0325,-0.0085,-0.7579
272.145,272.2,0.0325,-0.0085,-0.7579
272.16,272.2,0.0295,0.0094,-0.7325
272.175,274.3,-0.0525,-0.0498,-0.71
272.19,274.3,-0.0212,0.0046,-0.7124
272.205,275.5,-0.0212,0.0046,-0.7124
272.22,275.5,-0.0345,0.0109,-0.698
272.235,275.5,0.0158,0.0215,-0.6759
272.25,277.1,0.0158,0.0215,-0.6759
272.265,277.1,0.0443,0.0257,-0.6114
272.28,277.1,0.0443,0.0257,-0.6114
272.295,278.7,-0.0892,-0.0469,-0.5569
272.31,278.7,-0.1105,-0.0565,-0.5121
272.325,279.9,-0.0102,-0.0355,-0.4538
272.34,279.9,0.0686,-0.0025,-0.4071
272.355,279.9,0.0686,-0.0025,-0.4071
272.37,281.8,-0.0179,-0.0003,-0.3498
272.385,281.8,-0.0561,-0.0285,-0.286
272.4,281.8,-0.1334,-0.0338,-0.2721
272.415,282.8,-0.1334,-0.0338,-0.2721
272.43,282.8,-0.1473,0.0287,-0.2081
272.445,284,-0.1473,0.0287,-0.2081
272.46,284,0.0216,0.0637,-0.1447
272.475,284,0.1071,0.0835,-0.0915
272.49,284.9,0.1071,0.0835,-0.0915
272.505,284.9,0.0017,0.0388,-0.0618
272.52,285.1,-0.0299,0.0124,-0.0592
272.535,285.1,-0.0842,0.0141,-0.0427
272.55,285.1,-0.0626,-0.0267,-0.0396
272.565,285.1,-0.0626,-0.0267,-0.0396
272.58,285.1,0.0379,-0.007,-0.0096
272.595,285.1,-0.0007,-0.0867,0.0012
272.61,285.6,-0.0007,-0.0867,0.0012
272.625,285.6,-0.0436,-0.0588,-0.0089
272.64,285.6,-0.0436,-0.0588,-0.0089
272.655,285.7,-0.0237,-0.0366,-0.0085
272.67,285.7,0.0324,-0.0263,-0.0007
272.685,285.8,-0.0105,-0.0046,0.015
272.7,285.8,-0.0105,-0.0046,0.015
272.715,285.8,-0.0603,-0.0484,0.0389
272.73,286,-0.0267,-0.0633,0.0696
272.745,286,-0.0066,-0.1043,0.1533
272.76,286,0.0099,-0.0788,0.2174
272.775,286.1,0.0099,-0.0788,0.2174
272.79,286.1,-0.062,-0.0495,0.2612
272.805,286.1,-0.062,-0.0495,0.2612
272.82,285.7,-0.1152,-0.0891,0.3053
272.835,285.7,-0.1081,-0.0227,0.3505
272.85,285.4,-0.1081,-0.0227,0.3505
272.865,285.4,-0.069,-0.0086,0.3977
272.88,285.4,0.0189,0.0254,0.4262
272.895,285.4,0.068,0.0385,0.458
272.91,285.4,0.068,0.0385,0.458
272.925,284.9,-0.118,-0.0272,0.4461
272.94,284.9,-0.0792,0.0635,0.4809
272.955,284.9,-0.0254,0.0857,0.5028
272.97,283.7,-0.0254,0.0857,0.5028
272.985,283.7,0.0701,0.1693,0.5289
273,283.7,0.0701,0.1693,0.5289
273.015,283.1,0.0857,0.212,0.547
273.03,283.1,-0.0296,0.1753,0.5247
273.045,283.1,-0.0643,0.1121,0.5251
273.06,281.6,-0.0643,0.1121,0.5251
273.075,281.6,-0.0237,-0.0049,0.537
273.09,280.6,0.0694,-0.0989,0.5347
